file_id,class_name,label,source_file,timestamp_start,timestamp_end,max_acc_mag,max_gyro_mag,min_acc_mag,tail_mean_acc_mag
63,fall,1,HR_IMU/subject_14/fall/fall3.csv,1526593781097,1526593783080,0.035156793892383575,5.714017868041992,0.006403124425560236,0.01310655940324068
35,fall,1,HR_IMU/subject_08/fall/fall6.csv,1526592340220,1526592342201,0.011445523239672184,2.379075527191162,0.0010000000474974513,0.005203151609748602
174,non_fall,0,HR_IMU/subject_15/non-fall/walk.csv,1524688465093,1524688467090,1.2486826181411743,305.9226379394531,0.1389172375202179,0.454461008310318
73,non_fall,0,HR_IMU/subject_07/non-fall/cloth.csv,1524753612110,1524753614123,1.1620808839797974,272.24591064453125,0.09460444003343582,0.46542978286743164
67,fall,1,HR_IMU/subject_15/fall/fall1.csv,1524687728681,1524687730672,0.012845233082771301,1.2649110555648804,0.0022360682487487793,0.007356476970016956
72,non_fall,0,HR_IMU/subject_07/non-fall/clap.csv,1524754072630,1524754074622,7.250054359436035,476.3649597167969,0.0070710680447518826,1.391940712928772
202,non_fall,0,HR_IMU/subject_18/non-fall/eat.csv,1526046512897,1526046514886,1.102282166481018,186.35409545898438,0.0681542381644249,0.5194105505943298
2,non_fall,0,HR_IMU/subject_01/non-fall/cloth.csv,1526044512943,1526044514924,1.168847680091858,350.6160583496094,0.14765161275863647,0.5042330026626587
76,fall,1,HR_IMU/subject_16/fall/fall4.csv,1526498668482,1526498670475,0.06048966944217682,3.640054702758789,0.004242640919983387,0.015749558806419373
96,fall,1,HR_IMU/subject_20/fall/fall3.csv,1526595542629,1526595544646,0.01303840521723032,4.904079437255859,0.0010000000474974513,0.006610179785639048
56,non_fall,0,HR_IMU/subject_05/non-fall/walk.csv,1526597034060,1526597036032,0.7624861001968384,356.4815368652344,0.11869288235902786,0.20720939338207245
29,fall,1,HR_IMU/subject_07/fall/fall2.csv,1524754153858,1524754155851,0.021931711584329605,1.606237769126892,0.0014142136787995696,0.010631891898810863
238,non_fall,0,HR_IMU/subject_21/non-fall/shoe.csv,1524675687776,1524675689773,0.6862208247184753,211.91151428222656,0.015165750868618488,0.124087393283844
