time_1,time_2,time_3,time_4,time_5,time_6,w,x,y,z,droll,dpitch,dyaw,ax,ay,az,heart
2018,5,17,22,20,41.051,0.9115,0.0547,0.3116,-0.2625,1,1.4,-0.1,-0.004,0.001,-0.004,0
2018,5,17,22,20,41.073,0.9116,0.0548,0.3112,-0.2626,0.4,1.5,0.2,-0.007,0.01,0.006,0
2018,5,17,22,20,41.09,0.9117,0.0548,0.311,-0.2625,-1,1.5,0.4,0,0.006,0.004,0
2018,5,17,22,20,41.128,0.9118,0.0545,0.3108,-0.2624,-1.5,1.5,0.6,0.004,-0.001,0,0
2018,5,17,22,20,41.151,0.9118,0.054,0.3106,-0.2627,-0.8,1.7,0.5,0.007,-0.016,0,0
2018,5,17,22,20,41.155,0.9119,0.0538,0.3104,-0.2628,1,1.5,0.3,-0.003,-0.012,-0.003,0
2018,5,17,22,20,41.17,0.9119,0.0539,0.3102,-0.2629,2,0.9,0.1,-0.008,-0.008,-0.002,0
2018,5,17,22,20,41.194,0.9119,0.0543,0.31,-0.263,2,0.1,0.2,-0.011,0.002,-0.011,0
2018,5,17,22,20,41.211,0.9119,0.0548,0.3099,-0.263,2,-0.3,0.3,-0.015,0.012,-0.004,1023
2018,5,17,22,20,41.234,0.9119,0.0552,0.3098,-0.2631,1.1,-0.5,0.2,-0.014,0.021,-0.01,1023
2018,5,17,22,20,41.254,0.9119,0.0556,0.3099,-0.2629,0,0,0,-0.006,0.012,-0.005,1023
2018,5,17,22,20,41.272,0.912,0.0556,0.3098,-0.2629,0,0,0,0,-0.001,0.004,1023
2018,5,17,22,20,41.295,0.912,0.0556,0.3098,-0.2629,0.5,-0.4,-0.1,0.001,-0.01,0.006,1023
2018,5,17,22,20,41.311,0.9119,0.0557,0.3099,-0.2629,1.7,-0.8,-0.5,0.004,-0.016,0.008,1023
2018,5,17,22,20,41.332,0.9119,0.056,0.3099,-0.263,3.3,-1.2,-0.7,0.004,-0.008,0.003,1023
2018,5,17,22,20,41.35,0.9118,0.0566,0.31,-0.2632,3.7,-2.3,-0.9,-0.008,0.001,0.002,1023
2018,5,17,22,20,41.372,0.9117,0.0573,0.3102,-0.2631,2.6,-3.2,-1.2,-0.003,0.003,0,1023
2018,5,17,22,20,41.392,0.9115,0.0579,0.3105,-0.2631,2.2,-2.8,-1.5,-0.003,0.003,-0.011,1023
