threshold,f1,recall,far
0.05,0.8807947019867549,0.9925373134328358,0.26119402985074625
0.060000000000000005,0.8851913477537438,0.9925373134328358,0.25
0.07,0.8851913477537438,0.9925373134328358,0.25
0.08000000000000002,0.8866666666666667,0.9925373134328358,0.2462686567164179
0.09000000000000001,0.8881469115191987,0.9925373134328358,0.24253731343283583
0.1,0.8911222780569514,0.9925373134328358,0.23507462686567165
0.11000000000000001,0.897133220910624,0.9925373134328358,0.22014925373134328
0.12000000000000001,0.8986486486486487,0.9925373134328358,0.21641791044776118
0.13,0.8986486486486487,0.9925373134328358,0.21641791044776118
0.14,0.8986486486486487,0.9925373134328358,0.21641791044776118
0.15000000000000002,0.9001692047377327,0.9925373134328358,0.2126865671641791
0.16000000000000003,0.9032258064516129,0.9925373134328358,0.20522388059701493
0.17000000000000004,0.9047619047619048,0.9925373134328358,0.20149253731343283
0.18000000000000005,0.9078498293515358,0.9925373134328358,0.19402985074626866
0.19,0.9078498293515358,0.9925373134328358,0.19402985074626866
0.2,0.9094017094017094,0.9925373134328358,0.19029850746268656
0.21000000000000002,0.910958904109589,0.9925373134328358,0.1865671641791045
0.22000000000000003,0.9137931034482759,0.9888059701492538,0.17537313432835822
0.23000000000000004,0.9137931034482759,0.9888059701492538,0.17537313432835822
0.24000000000000005,0.9137931034482759,0.9888059701492538,0.17537313432835822
0.25000000000000006,0.9137931034482759,0.9888059701492538,0.17537313432835822
0.26000000000000006,0.9153713298791019,0.9888059701492538,0.17164179104477612
0.27,0.916955017301038,0.9888059701492538,0.16791044776119404
0.28,0.9150779896013865,0.9850746268656716,0.16791044776119404
0.29000000000000004,0.9150779896013865,0.9850746268656716,0.16791044776119404
0.30000000000000004,0.9150779896013865,0.9850746268656716,0.16791044776119404
0.31000000000000005,0.9150779896013865,0.9850746268656716,0.16791044776119404
0.32000000000000006,0.9150779896013865,0.9850746268656716,0.16791044776119404
0.33,0.9166666666666666,0.9850746268656716,0.16417910447761194
0.34,0.9166666666666666,0.9850746268656716,0.16417910447761194
0.35000000000000003,0.9166666666666666,0.9850746268656716,0.16417910447761194
0.36000000000000004,0.9198606271777003,0.9850746268656716,0.15671641791044777
0.37000000000000005,0.9198606271777003,0.9850746268656716,0.15671641791044777
0.38000000000000006,0.9198606271777003,0.9850746268656716,0.15671641791044777
0.39000000000000007,0.9198606271777003,0.9850746268656716,0.15671641791044777
