threshold,f1,recall,far
0.05,0.8914858096828047,0.996268656716418,0.23880597014925373
0.060000000000000005,0.8914858096828047,0.996268656716418,0.23880597014925373
0.07,0.8929765886287625,0.996268656716418,0.23507462686567165
0.08000000000000002,0.8944723618090452,0.996268656716418,0.23134328358208955
0.09000000000000001,0.8974789915966387,0.996268656716418,0.22388059701492538
0.1,0.898989898989899,0.996268656716418,0.22014925373134328
0.11000000000000001,0.9005059021922428,0.996268656716418,0.21641791044776118
0.12000000000000001,0.9005059021922428,0.996268656716418,0.21641791044776118
0.13,0.9005059021922428,0.996268656716418,0.21641791044776118
0.14,0.9005059021922428,0.996268656716418,0.21641791044776118
0.15000000000000002,0.902027027027027,0.996268656716418,0.2126865671641791
0.16000000000000003,0.902027027027027,0.996268656716418,0.2126865671641791
0.17000000000000004,0.902027027027027,0.996268656716418,0.2126865671641791
0.18000000000000005,0.9047619047619048,0.9925373134328358,0.20149253731343283
0.19,0.9047619047619048,0.9925373134328358,0.20149253731343283
0.2,0.9010238907849829,0.9850746268656716,0.20149253731343283
0.21000000000000002,0.9010238907849829,0.9850746268656716,0.20149253731343283
0.22000000000000003,0.9025641025641026,0.9850746268656716,0.19776119402985073
0.23000000000000004,0.902229845626072,0.9813432835820896,0.19402985074626866
0.24000000000000005,0.902229845626072,0.9813432835820896,0.19402985074626866
0.25000000000000006,0.902229845626072,0.9813432835820896,0.19402985074626866
0.26000000000000006,0.902229845626072,0.9813432835820896,0.19402985074626866
0.27,0.902229845626072,0.9813432835820896,0.19402985074626866
0.28,0.902229845626072,0.9813432835820896,0.19402985074626866
0.29000000000000004,0.9037800687285223,0.9813432835820896,0.19029850746268656
0.30000000000000004,0.9037800687285223,0.9813432835820896,0.19029850746268656
0.31000000000000005,0.9037800687285223,0.9813432835820896,0.19029850746268656
0.32000000000000006,0.9037800687285223,0.9813432835820896,0.19029850746268656
0.33,0.9037800687285223,0.9813432835820896,0.19029850746268656
0.34,0.9037800687285223,0.9813432835820896,0.19029850746268656
0.35000000000000003,0.9053356282271945,0.9813432835820896,0.1865671641791045
0.36000000000000004,0.906896551724138,0.9813432835820896,0.1828358208955224
0.37000000000000005,0.9084628670120898,0.9813432835820896,0.1791044776119403
0.38000000000000006,0.9084628670120898,0.9813432835820896,0.1791044776119403
0.39000000000000007,0.9084628670120898,0.9813432835820896,0.1791044776119403
0.4000000000000001,0.9100346020761245,0.9813432835820896,0.17537313432835822
0.4100000000000001,0.9100346020761245,0.9813432835820896,0.17537313432835822
0.42000000000000004,0.9100346020761245,0.9813432835820896,0.17537313432835822
0.43000000000000005,0.9100346020761245,0.9813432835820896,0.17537313432835822
0.44000000000000006,0.9100346020761245,0.9813432835820896,0.17537313432835822
0.45000000000000007,0.9100346020761245,0.9813432835820896,0.17537313432835822
0.4600000000000001,0.9100346020761245,0.9813432835820896,0.17537313432835822
0.4700000000000001,0.9100346020761245,0.9813432835820896,0.17537313432835822
0.4800000000000001,0.9100346020761245,0.9813432835820896,0.17537313432835822
0.49000000000000005,0.9116117850953206,0.9813432835820896,0.17164179104477612
0.5000000000000001,0.9116117850953206,0.9813432835820896,0.17164179104477612
0.5100000000000001,0.9116117850953206,0.9813432835820896,0.17164179104477612
0.5200000000000001,0.9116117850953206,0.9813432835820896,0.17164179104477612
0.5300000000000001,0.9116117850953206,0.9813432835820896,0.17164179104477612
0.5400000000000001,0.9116117850953206,0.9813432835820896,0.17164179104477612
0.5500000000000002,0.9116117850953206,0.9813432835820896,0.17164179104477612
0.5600000000000002,0.9116117850953206,0.9813432835820896,0.17164179104477612
0.5700000000000002,0.9116117850953206,0.9813432835820896,0.17164179104477612
0.5800000000000002,0.9116117850953206,0.9813432835820896,0.17164179104477612
0.5900000000000002,0.9116117850953206,0.9813432835820896,0.17164179104477612
0.6000000000000002,0.9116117850953206,0.9813432835820896,0.17164179104477612
0.6100000000000001,0.9097222222222222,0.9776119402985075,0.17164179104477612
0.6200000000000001,0.9059233449477352,0.9701492537313433,0.17164179104477612
0.6300000000000001,0.9040139616055847,0.9664179104477612,0.17164179104477612
0.6400000000000001,0.9020979020979021,0.9626865671641791,0.17164179104477612
0.6500000000000001,0.9020979020979021,0.9626865671641791,0.17164179104477612
0.6600000000000001,0.9001751313485113,0.9589552238805971,0.17164179104477612
0.6700000000000002,0.9001751313485113,0.9589552238805971,0.17164179104477612
0.6800000000000002,0.9001751313485113,0.9589552238805971,0.17164179104477612
0.6900000000000002,0.897887323943662,0.9514925373134329,0.16791044776119404
