time_1,time_2,time_3,time_4,time_5,time_6,w,x,y,z,droll,dpitch,dyaw,ax,ay,az,heart
2018,5,10,15,56,43.867,0.7502,0.1609,-0.4644,0.4421,0,0,0,0.006,0.001,0,1023
2018,5,10,15,56,43.887,0.7502,0.1609,-0.4644,0.4421,0,0,0,0.002,0.003,0,1023
2018,5,10,15,56,43.891,0.7502,0.1609,-0.4644,0.4421,0,0,0,0.004,0.004,-0.001,1023
2018,5,10,15,56,43.905,0.7502,0.161,-0.4644,0.4421,0.5,0.1,0.1,0.004,0.004,-0.005,1023
2018,5,10,15,56,43.943,0.7502,0.161,-0.4644,0.4421,0,0,0,0.005,0.002,-0.01,1023
2018,5,10,15,56,43.964,0.7502,0.161,-0.4644,0.4421,0,0,0,0.005,0,-0.007,1023
2018,5,10,15,56,43.968,0.7502,0.161,-0.4644,0.4421,-0.2,-0.5,-0.2,0.008,0.001,-0.009,1023
2018,5,10,15,56,43.989,0.7502,0.1609,-0.4644,0.4421,-0.4,-0.7,-0.2,0.003,0,-0.008,1023
2018,5,10,15,56,44.008,0.7503,0.1608,-0.4643,0.4421,-0.4,-0.7,-0.4,0.008,0.002,0,0
2018,5,10,15,56,44.047,0.7503,0.1606,-0.4643,0.4421,-0.1,-0.7,-0.2,0.003,0.003,0,0
2018,5,10,15,56,44.067,0.7504,0.1606,-0.4642,0.4422,0,-0.5,-0.3,0.008,0.003,-0.003,0
2018,5,10,15,56,44.071,0.7504,0.1606,-0.4642,0.4422,0,0,0,0.004,0,-0.002,0
2018,5,10,15,56,44.091,0.7504,0.1606,-0.4642,0.4422,0,0,0,0.004,0.001,-0.001,0
2018,5,10,15,56,44.11,0.7504,0.1606,-0.4642,0.4422,0,0,0,0.003,0.002,-0.004,0
2018,5,10,15,56,44.127,0.7504,0.1606,-0.4642,0.4422,0,0,0,0.005,0.003,-0.006,0
2018,5,10,15,56,44.164,0.7503,0.1606,-0.4642,0.4421,0,0,0,0.002,0,-0.006,0
