time_1,time_2,time_3,time_4,time_5,time_6,w,x,y,z,droll,dpitch,dyaw,ax,ay,az,heart
2018,5,17,19,41,37.141,-0.5501,-0.1173,-0.1659,-0.8099,0,0,0,0,-0.001,-0.003,0
2018,5,17,19,41,37.158,-0.5501,-0.1172,-0.166,-0.8099,0,0,0,0,0,0.001,0
2018,5,17,19,41,37.175,-0.55,-0.1172,-0.166,-0.81,-0.6,-0.5,-0.3,0,-0.001,-0.002,0
2018,5,17,19,41,37.196,-0.5499,-0.1171,-0.166,-0.81,0,0,0,-0.001,-0.003,-0.002,0
2018,5,17,19,41,37.217,-0.55,-0.117,-0.1661,-0.81,0,0,0,-0.002,-0.005,-0.006,0
2018,5,17,19,41,37.255,-0.55,-0.1169,-0.1661,-0.81,0,0,0,0,0,-0.001,0
2018,5,17,19,41,37.277,-0.55,-0.1169,-0.1662,-0.81,0,0,0,0,0,0,0
2018,5,17,19,41,37.281,-0.55,-0.1168,-0.1663,-0.81,0,0,0,-0.001,0.001,0,0
2018,5,17,19,41,37.3,-0.55,-0.1167,-0.1664,-0.81,0,0,0,0,0.003,0.001,0
2018,5,17,19,41,37.319,-0.5498,-0.1167,-0.1664,-0.8101,-0.6,-0.5,0,0.001,0,-0.002,0
2018,5,17,19,41,37.337,-0.5496,-0.1166,-0.1662,-0.8103,-0.7,-0.3,-0.1,0.001,-0.003,-0.002,0
2018,5,17,19,41,37.355,-0.5496,-0.1164,-0.1663,-0.8103,-0.6,-0.3,0,0,-0.002,-0.006,0
2018,5,17,19,41,37.395,-0.5496,-0.1163,-0.1663,-0.8103,-0.6,-0.3,0,0.003,-0.001,-0.003,0
2018,5,17,19,41,37.414,-0.5495,-0.1162,-0.1662,-0.8104,-0.5,-0.3,0,0,-0.003,-0.001,0
2018,5,17,19,41,37.419,-0.5495,-0.1161,-0.1662,-0.8104,0,0,0,0.001,-0.001,0,0
2018,5,17,19,41,37.437,-0.5495,-0.116,-0.1663,-0.8104,0,0,0,-0.001,-0.002,0.002,0
2018,5,17,19,41,37.473,-0.5495,-0.116,-0.1664,-0.8104,0,0,0,0.002,-0.001,-0.005,0
2018,5,17,19,41,37.494,-0.5495,-0.1159,-0.1664,-0.8104,0,0,0,0,-0.005,0.001,0
2018,5,17,19,41,37.498,-0.5495,-0.1158,-0.1665,-0.8104,0,0,0,0,-0.003,0.001,0
2018,5,17,19,41,37.538,-0.5495,-0.1157,-0.1665,-0.8104,0,0,0,0.001,-0.003,0,0
2018,5,17,19,41,37.556,-0.5495,-0.1157,-0.1666,-0.8104,0,0,0,0.001,-0.005,-0.006,0
2018,5,17,19,41,37.56,-0.5495,-0.1156,-0.1667,-0.8104,0,0,0,0,0,-0.002,0
2018,5,17,19,41,37.577,-0.5496,-0.1156,-0.1667,-0.8104,0,0,0,0,0.003,-0.003,0
2018,5,17,19,41,37.599,-0.5496,-0.1155,-0.1668,-0.8103,0,0,0,0.005,0.001,0,0
2018,5,17,19,41,37.619,-0.5496,-0.1155,-0.1669,-0.8103,0,0,0,0.003,-0.001,0.003,1023
2018,5,17,19,41,37.657,-0.5496,-0.1154,-0.167,-0.8103,0,0,0,0.002,0,0.001,1023
2018,5,17,19,41,37.677,-0.5494,-0.1154,-0.1668,-0.8105,-0.7,0,0,0.002,0,-0.003,1023
