threshold,recall,far,f1
0.05,0.9850746268656716,0.1865671641791045,0.9072164948453608
0.06,0.9850746268656716,0.1865671641791045,0.9072164948453608
0.07,0.9850746268656716,0.1828358208955224,0.9087779690189329
0.08,0.9813432835820896,0.1791044776119403,0.9084628670120898
0.09,0.9813432835820896,0.17537313432835822,0.9100346020761245
0.1,0.9813432835820896,0.17164179104477612,0.9116117850953206
0.11,0.9813432835820896,0.17164179104477612,0.9116117850953206
0.12,0.9813432835820896,0.17164179104477612,0.9116117850953206
0.13,0.9813432835820896,0.16791044776119404,0.9131944444444444
0.14,0.9813432835820896,0.16791044776119404,0.9131944444444444
0.15,0.9776119402985075,0.16417910447761194,0.9128919860627178
0.16,0.9738805970149254,0.16044776119402984,0.9125874125874126
0.17,0.9738805970149254,0.16044776119402984,0.9125874125874126
0.18,0.9738805970149254,0.15671641791044777,0.9141856392294221
0.19,0.9738805970149254,0.15671641791044777,0.9141856392294221
0.2,0.9738805970149254,0.15671641791044777,0.9141856392294221
0.21,0.9738805970149254,0.15298507462686567,0.9157894736842105
0.22,0.9738805970149254,0.15298507462686567,0.9157894736842105
0.23,0.9738805970149254,0.14925373134328357,0.9173989455184535
0.24,0.9738805970149254,0.14925373134328357,0.9173989455184535
0.25,0.9738805970149254,0.14925373134328357,0.9173989455184535
0.26,0.9738805970149254,0.14925373134328357,0.9173989455184535
0.27,0.9738805970149254,0.14925373134328357,0.9173989455184535
0.28,0.9738805970149254,0.14925373134328357,0.9173989455184535
0.29,0.9738805970149254,0.14925373134328357,0.9173989455184535
0.3,0.9738805970149254,0.14925373134328357,0.9173989455184535
0.31,0.9738805970149254,0.14925373134328357,0.9173989455184535
0.32,0.9738805970149254,0.14925373134328357,0.9173989455184535
0.33,0.9738805970149254,0.14925373134328357,0.9173989455184535
0.34,0.9738805970149254,0.14925373134328357,0.9173989455184535
0.35,0.9738805970149254,0.14925373134328357,0.9173989455184535
0.36,0.9738805970149254,0.1417910447761194,0.9206349206349206
0.37,0.9738805970149254,0.1417910447761194,0.9206349206349206
0.38,0.9738805970149254,0.13805970149253732,0.9222614840989399
0.39,0.9738805970149254,0.13805970149253732,0.9222614840989399
0.4,0.9701492537313433,0.13805970149253732,0.9203539823008849
0.41,0.9701492537313433,0.13805970149253732,0.9203539823008849
0.42,0.9701492537313433,0.13805970149253732,0.9203539823008849
0.43,0.9701492537313433,0.13805970149253732,0.9203539823008849
0.44,0.9701492537313433,0.13432835820895522,0.9219858156028369
0.45,0.9664179104477612,0.13432835820895522,0.9200710479573713
0.46,0.9664179104477612,0.13059701492537312,0.9217081850533808
0.47,0.9664179104477612,0.13059701492537312,0.9217081850533808
0.48,0.9664179104477612,0.13059701492537312,0.9217081850533808
0.49,0.9664179104477612,0.13059701492537312,0.9217081850533808
0.5,0.9664179104477612,0.13059701492537312,0.9217081850533808
0.51,0.9664179104477612,0.12686567164179105,0.9233511586452763
0.52,0.9664179104477612,0.12313432835820895,0.925
0.53,0.9664179104477612,0.12313432835820895,0.925
0.54,0.9664179104477612,0.12313432835820895,0.925
0.55,0.9664179104477612,0.12313432835820895,0.925
0.56,0.9626865671641791,0.11940298507462686,0.9247311827956989
0.57,0.9626865671641791,0.11567164179104478,0.926391382405745
0.58,0.9626865671641791,0.11567164179104478,0.926391382405745
0.59,0.9626865671641791,0.11567164179104478,0.926391382405745
0.6,0.9626865671641791,0.11567164179104478,0.926391382405745
0.61,0.9626865671641791,0.11567164179104478,0.926391382405745
0.62,0.9589552238805971,0.11194029850746269,0.9261261261261261
0.63,0.9552238805970149,0.11194029850746269,0.924187725631769
0.64,0.9477611940298507,0.11194029850746269,0.9202898550724637
0.65,0.9477611940298507,0.11194029850746269,0.9202898550724637
0.66,0.9477611940298507,0.11194029850746269,0.9202898550724637
0.67,0.9477611940298507,0.11194029850746269,0.9202898550724637
0.68,0.9477611940298507,0.11194029850746269,0.9202898550724637
0.69,0.9477611940298507,0.11194029850746269,0.9202898550724637
0.7,0.9477611940298507,0.11194029850746269,0.9202898550724637
0.71,0.9477611940298507,0.11194029850746269,0.9202898550724637
0.72,0.9402985074626866,0.10820895522388059,0.9180327868852459
0.73,0.9402985074626866,0.10820895522388059,0.9180327868852459
0.74,0.9402985074626866,0.1044776119402985,0.9197080291970803
0.75,0.9328358208955224,0.1044776119402985,0.9157509157509157
0.76,0.9291044776119403,0.1044776119402985,0.9137614678899083
0.77,0.9291044776119403,0.1044776119402985,0.9137614678899083
0.78,0.9253731343283582,0.10074626865671642,0.9134438305709024
0.79,0.9104477611940298,0.10074626865671642,0.9053803339517625
0.8,0.8955223880597015,0.09328358208955224,0.900562851782364
0.81,0.8880597014925373,0.08582089552238806,0.8998109640831758
0.82,0.8694029850746269,0.08582089552238806,0.8893129770992366
0.83,0.8582089552238806,0.08208955223880597,0.8846153846153846
0.84,0.8544776119402985,0.08208955223880597,0.882466281310212
0.85,0.8395522388059702,0.0708955223880597,0.87890625
0.86,0.8208955223880597,0.055970149253731345,0.8747514910536779
0.87,0.8059701492537313,0.055970149253731345,0.8657314629258517
0.88,0.7723880597014925,0.055970149253731345,0.8448979591836735
0.89,0.7350746268656716,0.048507462686567165,0.8242677824267782
0.9,0.6902985074626866,0.04477611940298507,0.7956989247311828
0.91,0.582089552238806,0.03731343283582089,0.7188940092165899
0.92,0.5111940298507462,0.026119402985074626,0.6650485436893204
0.93,0.4701492537313433,0.014925373134328358,0.6331658291457286
0.94,0.3805970149253731,0.011194029850746268,0.546916890080429
