threshold,recall,far,f1
0.05,1.0,0.19029850746268656,0.9131175468483816
0.06,1.0,0.1865671641791045,0.9146757679180887
0.07,1.0,0.1828358208955224,0.9162393162393162
0.08,0.996268656716418,0.1791044776119403,0.9159519725557461
0.09,0.996268656716418,0.17164179104477612,0.919104991394148
0.1,0.996268656716418,0.16791044776119404,0.9206896551724137
0.11,0.996268656716418,0.16417910447761194,0.9222797927461139
0.12,0.996268656716418,0.16417910447761194,0.9222797927461139
0.13,0.996268656716418,0.16417910447761194,0.9222797927461139
0.14,0.996268656716418,0.16044776119402984,0.9238754325259516
0.15,0.996268656716418,0.16044776119402984,0.9238754325259516
0.16,0.996268656716418,0.15671641791044777,0.925476603119584
0.17,0.996268656716418,0.15671641791044777,0.925476603119584
0.18,0.996268656716418,0.15671641791044777,0.925476603119584
0.19,0.996268656716418,0.15298507462686567,0.9270833333333334
0.2,0.996268656716418,0.15298507462686567,0.9270833333333334
0.21,0.996268656716418,0.15298507462686567,0.9270833333333334
0.22,0.996268656716418,0.15298507462686567,0.9270833333333334
0.23,0.996268656716418,0.15298507462686567,0.9270833333333334
0.24,0.996268656716418,0.14925373134328357,0.928695652173913
0.25,0.996268656716418,0.14925373134328357,0.928695652173913
0.26,0.996268656716418,0.14925373134328357,0.928695652173913
0.27,0.996268656716418,0.1455223880597015,0.9303135888501742
0.28,0.996268656716418,0.1455223880597015,0.9303135888501742
0.29,0.996268656716418,0.1455223880597015,0.9303135888501742
0.3,0.9925373134328358,0.1455223880597015,0.9284467713787086
0.31,0.9925373134328358,0.1455223880597015,0.9284467713787086
0.32,0.9888059701492538,0.1455223880597015,0.9265734265734266
0.33,0.9888059701492538,0.1455223880597015,0.9265734265734266
0.34,0.9850746268656716,0.1417910447761194,0.9263157894736842
0.35,0.9850746268656716,0.1417910447761194,0.9263157894736842
0.36,0.9813432835820896,0.1417910447761194,0.9244288224956063
0.37,0.9813432835820896,0.1417910447761194,0.9244288224956063
0.38,0.9813432835820896,0.13805970149253732,0.926056338028169
0.39,0.9813432835820896,0.13805970149253732,0.926056338028169
0.4,0.9813432835820896,0.13805970149253732,0.926056338028169
0.41,0.9813432835820896,0.13805970149253732,0.926056338028169
0.42,0.9776119402985075,0.13805970149253732,0.9241622574955908
0.43,0.9776119402985075,0.13805970149253732,0.9241622574955908
0.44,0.9776119402985075,0.13805970149253732,0.9241622574955908
0.45,0.9776119402985075,0.13805970149253732,0.9241622574955908
0.46,0.9776119402985075,0.13805970149253732,0.9241622574955908
0.47,0.9776119402985075,0.13805970149253732,0.9241622574955908
0.48,0.9701492537313433,0.13805970149253732,0.9203539823008849
0.49,0.9626865671641791,0.13805970149253732,0.91651865008881
0.5,0.9626865671641791,0.13805970149253732,0.91651865008881
0.51,0.9626865671641791,0.13805970149253732,0.91651865008881
0.52,0.9626865671641791,0.13805970149253732,0.91651865008881
0.53,0.9626865671641791,0.13805970149253732,0.91651865008881
0.54,0.9626865671641791,0.13805970149253732,0.91651865008881
0.55,0.9626865671641791,0.13805970149253732,0.91651865008881
0.56,0.9626865671641791,0.13805970149253732,0.91651865008881
0.57,0.9626865671641791,0.13805970149253732,0.91651865008881
0.58,0.9626865671641791,0.13805970149253732,0.91651865008881
0.59,0.9589552238805971,0.13805970149253732,0.9145907473309609
0.6,0.9589552238805971,0.13432835820895522,0.9162210338680927
0.61,0.9589552238805971,0.13432835820895522,0.9162210338680927
0.62,0.9589552238805971,0.13432835820895522,0.9162210338680927
0.63,0.9552238805970149,0.13432835820895522,0.9142857142857143
0.64,0.9477611940298507,0.13059701492537312,0.9120287253141831
0.65,0.9440298507462687,0.13059701492537312,0.9100719424460432
0.66,0.9402985074626866,0.13059701492537312,0.9081081081081082
0.67,0.9402985074626866,0.13059701492537312,0.9081081081081082
0.68,0.9402985074626866,0.13059701492537312,0.9081081081081082
0.69,0.9365671641791045,0.13059701492537312,0.9061371841155235
0.7,0.9291044776119403,0.13059701492537312,0.9021739130434783
0.71,0.9291044776119403,0.13059701492537312,0.9021739130434783
0.72,0.9291044776119403,0.13059701492537312,0.9021739130434783
0.73,0.9253731343283582,0.12686567164179105,0.9018181818181819
0.74,0.917910447761194,0.12313432835820895,0.8994515539305301
0.75,0.917910447761194,0.12313432835820895,0.8994515539305301
0.76,0.9104477611940298,0.12313432835820895,0.8954128440366973
0.77,0.9104477611940298,0.11940298507462686,0.8970588235294118
0.78,0.8992537313432836,0.11567164179104478,0.8925925925925926
0.79,0.8880597014925373,0.1044776119402985,0.8913857677902621
0.8,0.8843283582089553,0.09701492537313433,0.8926553672316384
0.81,0.8656716417910447,0.09701492537313433,0.8821292775665399
0.82,0.8470149253731343,0.09701492537313433,0.8714011516314779
0.83,0.8395522388059702,0.09328358208955224,0.8687258687258688
0.84,0.832089552238806,0.08955223880597014,0.8660194174757282
0.85,0.8246268656716418,0.08582089552238806,0.86328125
0.86,0.8134328358208955,0.08208955223880597,0.8582677165354331
0.87,0.7835820895522388,0.0708955223880597,0.8450704225352113
0.88,0.746268656716418,0.06343283582089553,0.8247422680412371
0.89,0.7126865671641791,0.055970149253731345,0.8059071729957806
0.9,0.6828358208955224,0.048507462686567165,0.7887931034482759
0.91,0.6343283582089553,0.041044776119402986,0.7572383073496659
0.92,0.6194029850746269,0.03731343283582089,0.7477477477477478
0.93,0.6044776119402985,0.029850746268656716,0.7397260273972602
0.94,0.5559701492537313,0.029850746268656716,0.7011764705882353
