time_1,time_2,time_3,time_4,time_5,time_6,w,x,y,z,droll,dpitch,dyaw,ax,ay,az,heart
2018,5,10,16,21,53.121,-0.5375,0.2744,0.0435,0.7961,0,0,0,0.002,0.002,-0.005,0
2018,5,10,16,21,53.159,-0.5376,0.2743,0.0435,0.7961,0.3,-0.6,0.2,0.004,0,-0.005,0
2018,5,10,16,21,53.178,-0.5377,0.2742,0.0436,0.796,0,0,0,0,0.004,-0.009,0
2018,5,10,16,21,53.181,-0.5377,0.2742,0.0436,0.796,0,0,0,0.003,0.003,-0.005,0
2018,5,10,16,21,53.197,-0.5377,0.2741,0.0436,0.796,0.2,-0.5,0.1,0.003,0.003,-0.006,0
2018,5,10,16,21,53.234,-0.5378,0.2741,0.0437,0.796,0,0,0,0.002,0.003,-0.009,0
2018,5,10,16,21,53.253,-0.5377,0.2741,0.0438,0.796,0,0,0,0.001,0.002,-0.002,0
2018,5,10,16,21,53.26,-0.5377,0.2742,0.0439,0.796,0,0,0,0,0.001,-0.004,0
2018,5,10,16,21,53.296,-0.5378,0.2741,0.0439,0.796,-0.3,-0.5,-0.2,0.002,0.003,-0.006,1023
2018,5,10,16,21,53.317,-0.5379,0.2741,0.0438,0.7959,-0.3,-0.6,-0.3,0.001,0,-0.004,1023
2018,5,10,16,21,53.32,-0.538,0.2741,0.0437,0.7959,-0.2,-0.6,-0.2,0.004,0.001,-0.003,1023
2018,5,10,16,21,53.356,-0.5382,0.2739,0.0436,0.7958,0,0,0,0.005,0,-0.005,1023
2018,5,10,16,21,53.377,-0.5382,0.2739,0.0436,0.7958,0,0,0,0.006,-0.002,-0.005,1023
2018,5,10,16,21,53.382,-0.5383,0.2739,0.0436,0.7957,0.5,-0.3,0.2,0.002,-0.002,-0.008,1023
2018,5,10,16,21,53.419,-0.5384,0.2737,0.0436,0.7957,0.8,-0.1,0.5,0.004,0.003,-0.009,1023
2018,5,10,16,21,53.461,-0.5387,0.2734,0.0436,0.7956,0.7,0.1,0.4,0.003,0.004,-0.005,1023
2018,5,10,16,21,53.463,-0.5388,0.2733,0.0437,0.7956,0,0,0,0,0.003,-0.003,1023
