threshold,recall,far,f1
0.05,0.996268656716418,0.19776119402985073,0.9081632653061225
0.06,0.996268656716418,0.19776119402985073,0.9081632653061225
0.07,0.996268656716418,0.19029850746268656,0.9112627986348123
0.08,0.996268656716418,0.19029850746268656,0.9112627986348123
0.09,0.9925373134328358,0.19029850746268656,0.9094017094017094
0.1,0.9925373134328358,0.1791044776119403,0.9140893470790378
0.11,0.9925373134328358,0.17537313432835822,0.9156626506024096
0.12,0.9925373134328358,0.17164179104477612,0.9172413793103448
0.13,0.9925373134328358,0.17164179104477612,0.9172413793103448
0.14,0.9925373134328358,0.16791044776119404,0.918825561312608
0.15,0.9888059701492538,0.16791044776119404,0.916955017301038
0.16,0.9888059701492538,0.16791044776119404,0.916955017301038
0.17,0.9888059701492538,0.16044776119402984,0.9201388888888888
0.18,0.9888059701492538,0.16044776119402984,0.9201388888888888
0.19,0.9888059701492538,0.16044776119402984,0.9201388888888888
0.2,0.9888059701492538,0.15671641791044777,0.9217391304347826
0.21,0.9888059701492538,0.15298507462686567,0.9233449477351916
0.22,0.9888059701492538,0.15298507462686567,0.9233449477351916
0.23,0.9888059701492538,0.15298507462686567,0.9233449477351916
0.24,0.9850746268656716,0.15298507462686567,0.9214659685863874
0.25,0.9850746268656716,0.15298507462686567,0.9214659685863874
0.26,0.9850746268656716,0.15298507462686567,0.9214659685863874
0.27,0.9850746268656716,0.15298507462686567,0.9214659685863874
0.28,0.9850746268656716,0.15298507462686567,0.9214659685863874
0.29,0.9850746268656716,0.15298507462686567,0.9214659685863874
0.3,0.9850746268656716,0.14925373134328357,0.9230769230769231
0.31,0.9850746268656716,0.14925373134328357,0.9230769230769231
0.32,0.9850746268656716,0.14925373134328357,0.9230769230769231
0.33,0.9850746268656716,0.1455223880597015,0.9246935201401051
0.34,0.9850746268656716,0.1455223880597015,0.9246935201401051
0.35,0.9850746268656716,0.1417910447761194,0.9263157894736842
0.36,0.9850746268656716,0.1417910447761194,0.9263157894736842
0.37,0.9850746268656716,0.1417910447761194,0.9263157894736842
0.38,0.9850746268656716,0.13805970149253732,0.9279437609841827
0.39,0.9850746268656716,0.13805970149253732,0.9279437609841827
0.4,0.9850746268656716,0.13805970149253732,0.9279437609841827
0.41,0.9850746268656716,0.13432835820895522,0.9295774647887324
0.42,0.9850746268656716,0.13432835820895522,0.9295774647887324
0.43,0.9850746268656716,0.13432835820895522,0.9295774647887324
0.44,0.9850746268656716,0.13432835820895522,0.9295774647887324
0.45,0.9850746268656716,0.13432835820895522,0.9295774647887324
0.46,0.9850746268656716,0.13432835820895522,0.9295774647887324
0.47,0.9850746268656716,0.13432835820895522,0.9295774647887324
0.48,0.9850746268656716,0.13432835820895522,0.9295774647887324
0.49,0.9850746268656716,0.13432835820895522,0.9295774647887324
0.5,0.9850746268656716,0.13432835820895522,0.9295774647887324
0.51,0.9850746268656716,0.13432835820895522,0.9295774647887324
0.52,0.9850746268656716,0.13432835820895522,0.9295774647887324
0.53,0.9850746268656716,0.13432835820895522,0.9295774647887324
0.54,0.9850746268656716,0.13432835820895522,0.9295774647887324
0.55,0.9850746268656716,0.13432835820895522,0.9295774647887324
0.56,0.9850746268656716,0.13059701492537312,0.9312169312169312
0.57,0.9850746268656716,0.13059701492537312,0.9312169312169312
0.58,0.9813432835820896,0.13059701492537312,0.9293286219081273
0.59,0.9813432835820896,0.13059701492537312,0.9293286219081273
0.6,0.9813432835820896,0.13059701492537312,0.9293286219081273
0.61,0.9738805970149254,0.13059701492537312,0.925531914893617
0.62,0.9738805970149254,0.13059701492537312,0.925531914893617
0.63,0.9738805970149254,0.13059701492537312,0.925531914893617
0.64,0.9701492537313433,0.13059701492537312,0.9236234458259325
0.65,0.9626865671641791,0.13059701492537312,0.9197860962566845
0.66,0.9626865671641791,0.12686567164179105,0.9214285714285714
0.67,0.9626865671641791,0.12686567164179105,0.9214285714285714
0.68,0.9626865671641791,0.12686567164179105,0.9214285714285714
0.69,0.9589552238805971,0.12686567164179105,0.9194991055456172
0.7,0.9589552238805971,0.12313432835820895,0.921146953405018
0.71,0.9552238805970149,0.12313432835820895,0.9192100538599641
0.72,0.9514925373134329,0.12313432835820895,0.9172661870503597
0.73,0.9514925373134329,0.11940298507462686,0.918918918918919
0.74,0.9514925373134329,0.10820895522388059,0.9239130434782609
0.75,0.9402985074626866,0.10820895522388059,0.9180327868852459
0.76,0.9402985074626866,0.10074626865671642,0.9213893967093236
0.77,0.9365671641791045,0.09701492537313433,0.9211009174311927
0.78,0.9365671641791045,0.08955223880597014,0.9244935543278084
0.79,0.9291044776119403,0.08582089552238806,0.9222222222222223
0.8,0.914179104477612,0.08582089552238806,0.914179104477612
0.81,0.9029850746268657,0.07835820895522388,0.911487758945386
0.82,0.8880597014925373,0.0708955223880597,0.9066666666666666
0.83,0.8768656716417911,0.06343283582089553,0.9038461538461539
0.84,0.835820895522388,0.055970149253731345,0.883629191321499
0.85,0.8022388059701493,0.048507462686567165,0.8669354838709677
0.86,0.7164179104477612,0.041044776119402986,0.8152866242038217
0.87,0.6529850746268657,0.029850746268656716,0.7760532150776053
0.88,0.5634328358208955,0.018656716417910446,0.7122641509433962
0.89,0.5149253731343284,0.014925373134328358,0.6731707317073171
0.9,0.44402985074626866,0.007462686567164179,0.6118251928020566
0.91,0.34701492537313433,0.0037313432835820895,0.5138121546961326
0.92,0.19402985074626866,0.0,0.325
0.93,0.1417910447761194,0.0,0.24836601307189543
0.94,0.12313432835820895,0.0,0.21926910299003322
