time_1,time_2,time_3,time_4,time_5,time_6,w,x,y,z,droll,dpitch,dyaw,ax,ay,az,heart
2018,4,26,14,43,5.36,-0.0891,0.2361,-0.0101,-0.9675,0,0,0,-0.003,-0.001,-0.002,1023
2018,4,26,14,43,5.365,-0.0891,0.2361,-0.0101,-0.9675,0,0,0,-0.002,-0.001,-0.001,1023
2018,4,26,14,43,5.382,-0.0892,0.2361,-0.0101,-0.9675,0,0,0,0,-0.002,0.005,1023
2018,4,26,14,43,5.401,-0.0891,0.236,-0.01,-0.9675,0.5,-0.1,-0.2,-0.001,0,0.004,1023
2018,4,26,14,43,5.42,-0.0891,0.236,-0.0101,-0.9675,0,0,0,-0.001,0.003,0.001,1023
2018,4,26,14,43,5.441,-0.0891,0.236,-0.0101,-0.9675,0,0,0,0.002,0.007,0,1023
2018,4,26,14,43,5.478,-0.0891,0.236,-0.0102,-0.9675,0,0,0,-0.003,0.004,-0.002,1023
2018,4,26,14,43,5.498,-0.0891,0.236,-0.0102,-0.9675,0,0,0,-0.004,0.005,-0.011,0
2018,4,26,14,43,5.502,-0.0891,0.236,-0.0103,-0.9675,0,0,0,-0.004,0.007,-0.006,0
2018,4,26,14,43,5.521,-0.0891,0.236,-0.0104,-0.9675,-0.6,0,0,-0.003,0.004,0.001,0
2018,4,26,14,43,5.541,-0.0891,0.236,-0.0102,-0.9675,-1,0.2,0.3,0,0.003,0,0
2018,4,26,14,43,5.58,-0.0891,0.236,-0.0102,-0.9675,-0.9,0.1,0.2,0.001,0,0.001,0
2018,4,26,14,43,5.6,-0.0892,0.236,-0.0102,-0.9675,0,0,0,0.001,-0.001,0.004,0
2018,4,26,14,43,5.604,-0.0892,0.236,-0.0102,-0.9675,-0.1,0.5,0.1,-0.001,0,-0.001,0
2018,4,26,14,43,5.625,-0.0892,0.2359,-0.0101,-0.9675,0,0,0,-0.005,0.001,-0.001,0
2018,4,26,14,43,5.641,-0.0892,0.2358,-0.0098,-0.9676,-0.9,0.3,0,-0.001,0,-0.001,0
2018,4,26,14,43,5.661,-0.0891,0.2358,-0.0095,-0.9676,-1.3,0.1,-0.1,0.001,-0.009,0.003,0
2018,4,26,14,43,5.681,-0.089,0.2358,-0.0092,-0.9676,0,0,0,-0.001,-0.008,0.001,0
2018,4,26,14,43,5.722,-0.0891,0.2358,-0.0091,-0.9676,0,0,0,0,0,-0.006,0
2018,4,26,14,43,5.726,-0.0891,0.2358,-0.0091,-0.9676,0,0,0,-0.002,0.005,-0.003,0
2018,4,26,14,43,5.744,-0.0891,0.2358,-0.0092,-0.9676,-0.7,0.3,0,0.001,0.009,-0.003,0
2018,4,26,14,43,5.766,-0.0891,0.2358,-0.0092,-0.9676,-0.9,0.4,0.2,0,0.008,-0.004,0
2018,4,26,14,43,5.785,-0.0891,0.2357,-0.009,-0.9676,-0.8,0.6,0.1,0.001,0.002,-0.002,0
2018,4,26,14,43,5.822,-0.0891,0.2356,-0.009,-0.9676,-1,0.4,0.2,-0.001,0.003,0.003,0
2018,4,26,14,43,5.843,-0.0892,0.2355,-0.0088,-0.9677,-1,0.1,0.2,-0.005,-0.002,0.001,1023
2018,4,26,14,43,5.847,-0.0892,0.2355,-0.0087,-0.9677,-0.7,0.2,0.1,-0.002,-0.003,-0.001,1023
2018,4,26,14,43,5.862,-0.0892,0.2354,-0.0084,-0.9677,-0.8,0.2,0.1,-0.002,0.001,0.001,1023
2018,4,26,14,43,5.9,-0.0891,0.2354,-0.008,-0.9677,-1.1,0.1,0.1,0,0,0,1023
2018,4,26,14,43,5.918,-0.089,0.2353,-0.0076,-0.9677,-1.3,0.4,0.6,-0.001,-0.002,-0.002,1023
