subject_id,activity_id,trial_id,is_fall,time,WRST_ACC_X,WRST_ACC_Y,WRST_ACC_Z,WRST_ANG_X,WRST_ANG_Y,WRST_ANG_Z,WRST_LUMINOSITY
01,01,01,1,24-May-2018 11:36:37,-0.88,-0.378183333333333,-0.0484166666666667,0.935,0.833333333333333,0.1725,336.511
01,01,01,1,24-May-2018 11:36:37,-0.88,-0.378183333333333,-0.0484166666666667,0.935,0.833333333333333,0.1725,336.511
01,01,01,1,24-May-2018 11:36:37,-0.88,-0.378183333333333,-0.0484166666666667,0.935,0.833333333333333,0.1725,336.511
01,01,01,1,24-May-2018 11:36:37,-0.88,-0.378183333333333,-0.0484166666666667,0.935,0.833333333333333,0.1725,336.511
01,01,01,1,24-May-2018 11:36:38,-0.87592,-0.38054,-0.03232,-2.64233333333333,-1.03666666666667,-0.416833333333333,347.984333333333
01,01,01,1,24-May-2018 11:36:38,-0.87592,-0.38054,-0.03232,-2.64233333333333,-1.03666666666667,-0.416833333333333,347.984333333333
01,01,01,1,24-May-2018 11:36:38,-0.87592,-0.38054,-0.03232,-2.64233333333333,-1.03666666666667,-0.416833333333333,347.984333333333
01,01,01,1,24-May-2018 11:36:38,-0.87592,-0.38054,-0.03232,-2.64233333333333,-1.03666666666667,-0.416833333333333,347.984333333333
01,01,01,1,24-May-2018 11:36:39,-0.8908,-0.3871,0.0291571428571429,47.9998,3.0976,4.5366,351.919
01,01,01,1,24-May-2018 11:36:39,-0.8908,-0.3871,0.0291571428571429,47.9998,3.0976,4.5366,351.919
01,01,01,1,24-May-2018 11:36:39,-0.8908,-0.3871,0.0291571428571429,47.9998,3.0976,4.5366,351.919
01,01,01,1,24-May-2018 11:36:39,-0.8908,-0.3871,0.0291571428571429,47.9998,3.0976,4.5366,351.919
01,01,01,1,24-May-2018 11:36:40,-0.8475,-0.3272,0.337033333333333,40.051,-12.8048333333333,-10.63,462.665
01,01,01,1,24-May-2018 11:36:40,-0.8475,-0.3272,0.337033333333333,40.051,-12.8048333333333,-10.63,462.665
01,01,01,1,24-May-2018 11:36:40,-0.8475,-0.3272,0.337033333333333,40.051,-12.8048333333333,-10.63,462.665
01,01,01,1,24-May-2018 11:36:40,-0.8475,-0.3272,0.337033333333333,40.051,-12.8048333333333,-10.63,462.665
01,01,01,1,24-May-2018 11:36:41,0.0843,-0.317466666666667,0.3663,-45.6705,-80.3655,-15.701,702.875666666667
01,01,01,1,24-May-2018 11:36:41,0.0843,-0.317466666666667,0.3663,-45.6705,-80.3655,-15.701,702.875666666667
01,01,01,1,24-May-2018 11:36:41,0.0843,-0.317466666666667,0.3663,-45.6705,-80.3655,-15.701,702.875666666667
01,01,01,1,24-May-2018 11:36:41,0.0843,-0.317466666666667,0.3663,-45.6705,-80.3655,-15.701,702.875666666667
01,01,01,1,24-May-2018 11:36:42,-1.04094,-0.1801,0.39384,-8.561,54.9388,30.0608,702.875666666667
01,01,01,1,24-May-2018 11:36:42,-1.04094,-0.1801,0.39384,-8.561,54.9388,30.0608,702.875666666667
01,01,01,1,24-May-2018 11:36:42,-1.04094,-0.1801,0.39384,-8.561,54.9388,30.0608,702.875666666667
01,01,01,1,24-May-2018 11:36:42,-1.04094,-0.1801,0.39384,-8.561,54.9388,30.0608,0
01,01,01,1,24-May-2018 11:36:43,-0.864975,-0.418275,0.299675,-26.0736,19.8168,25.4388,526.793
01,01,01,1,24-May-2018 11:36:43,-0.864975,-0.418275,0.299675,-26.0736,19.8168,25.4388,526.793
01,01,01,1,24-May-2018 11:36:43,-0.864975,-0.418275,0.299675,-26.0736,19.8168,25.4388,526.793
01,01,01,1,24-May-2018 11:36:43,-0.864975,-0.418275,0.299675,-26.0736,19.8168,25.4388,526.793
01,01,01,1,24-May-2018 11:36:44,-0.8989875,-0.4214375,0.4135625,-5.32111428571429,-25.8072857142857,-9.91371428571429,563.093
01,01,01,1,24-May-2018 11:36:44,-0.8989875,-0.4214375,0.4135625,-5.32111428571429,-25.8072857142857,-9.91371428571429,563.093
01,01,01,1,24-May-2018 11:36:44,-0.8989875,-0.4214375,0.4135625,-5.32111428571429,-25.8072857142857,-9.91371428571429,563.093
01,01,01,1,24-May-2018 11:36:44,-0.8989875,-0.4214375,0.4135625,-5.32111428571429,-25.8072857142857,-9.91371428571429,563.093
01,01,01,1,24-May-2018 11:36:45,-0.03548,-0.45118,0.25836,-9.76425,11.34925,7.439,454.21
01,01,01,1,24-May-2018 11:36:45,-0.03548,-0.45118,0.25836,-9.76425,11.34925,7.439,454.21
01,01,01,1,24-May-2018 11:36:45,-0.03548,-0.45118,0.25836,-9.76425,11.34925,7.439,454.21
01,01,01,1,24-May-2018 11:36:45,-0.03548,-0.45118,0.25836,-9.76425,11.34925,7.439,454.21
01,01,01,1,24-May-2018 11:36:46,0.710475,0.51305,0.4726,-24.45412,8.4054,25.4384,791.609
01,01,01,1,24-May-2018 11:36:46,0.710475,0.51305,0.4726,-24.45412,8.4054,25.4384,791.609
01,01,01,1,24-May-2018 11:36:46,0.710475,0.51305,0.4726,-24.45412,8.4054,25.4384,791.609
01,01,01,1,24-May-2018 11:36:46,0.710475,0.51305,0.4726,-24.45412,8.4054,25.4384,791.609
01,01,02,1,24-May-2018 11:36:49,0.611133333333333,-0.174466666666667,0.319366666666667,23.262,-112.653,-0.854,816.33225
01,01,02,1,24-May-2018 11:36:49,0.611133333333333,-0.174466666666667,0.319366666666667,23.262,-112.653,-0.854,816.33225
01,01,02,1,24-May-2018 11:36:49,0.611133333333333,-0.174466666666667,0.319366666666667,23.262,-112.653,-0.854,816.33225
01,01,02,1,24-May-2018 11:36:49,0.611133333333333,-0.174466666666667,0.319366666666667,23.262,-112.653,-0.854,816.33225
01,01,02,1,24-May-2018 11:36:50,-0.658566666666667,-0.72725,-0.212683333333333,-14.2443166666667,-23.7998333333333,-19.6856666666667,509.547
01,01,02,1,24-May-2018 11:36:50,-0.658566666666667,-0.72725,-0.212683333333333,-14.2443166666667,-23.7998333333333,-19.6856666666667,509.547
01,01,02,1,24-May-2018 11:36:50,-0.658566666666667,-0.72725,-0.212683333333333,-14.2443166666667,-23.7998333333333,-19.6856666666667,509.547
01,01,02,1,24-May-2018 11:36:50,-0.658566666666667,-0.72725,-0.212683333333333,-14.2443166666667,-23.7998333333333,-19.6856666666667,509.547
01,01,02,1,24-May-2018 11:36:51,-0.90644,-0.36766,-0.05982,-13.4236833333333,-28.174,19.4391666666667,370.234333333333
01,01,02,1,24-May-2018 11:36:51,-0.90644,-0.36766,-0.05982,-13.4236833333333,-28.174,19.4391666666667,370.234333333333
01,01,02,1,24-May-2018 11:36:51,-0.90644,-0.36766,-0.05982,-13.4236833333333,-28.174,19.4391666666667,370.234333333333
01,01,02,1,24-May-2018 11:36:51,-0.90644,-0.36766,-0.05982,-13.4236833333333,-28.174,19.4391666666667,370.234333333333
01,01,02,1,24-May-2018 11:36:52,-0.917983333333333,-0.343733333333333,-0.0127166666666667,31.26805,-155.2995,-76.76975,415.092
01,01,02,1,24-May-2018 11:36:52,-0.917983333333333,-0.343733333333333,-0.0127166666666667,31.26805,-155.2995,-76.76975,415.092
01,01,02,1,24-May-2018 11:36:52,-0.917983333333333,-0.343733333333333,-0.0127166666666667,31.26805,-155.2995,-76.76975,415.092
01,01,02,1,24-May-2018 11:36:52,-0.917983333333333,-0.343733333333333,-0.0127166666666667,31.26805,-155.2995,-76.76975,415.092
01,01,02,1,24-May-2018 11:36:53,-0.877633333333333,-0.33045,0.112683333333333,-4.13628571428572,-61.8001428571429,-32.528,468.17
01,01,02,1,24-May-2018 11:36:53,-0.877633333333333,-0.33045,0.112683333333333,-4.13628571428572,-61.8001428571429,-32.528,468.17
01,01,02,1,24-May-2018 11:36:53,-0.877633333333333,-0.33045,0.112683333333333,-4.13628571428572,-61.8001428571429,-32.528,468.17
