accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall,learning_rate
0.7166666388511658,0.7829636931419373,0.5435540080070496,0.9359999895095825,0.6053333282470703,0.6523829102516174,0.2982456088066101,0.13600000739097595,0.0010000000474974513
0.824999988079071,0.598970353603363,0.6676076054573059,0.9459999799728394,0.6946666836738586,0.48488131165504456,0.8387096524238586,0.10400000214576721,0.0010000000474974513
0.8373333215713501,0.5369821786880493,0.6825962662696838,0.9570000171661377,0.8506666421890259,0.33622321486473083,0.7300000190734863,0.8759999871253967,0.0010000000474974513
0.846666693687439,0.5071507692337036,0.6953690052032471,0.9610000252723694,0.8506666421890259,0.31233343482017517,0.7169811129570007,0.9120000004768372,0.0010000000474974513
0.8529999852180481,0.47581177949905396,0.7029774785041809,0.9679999947547913,0.8533333539962769,0.29875969886779785,0.7243589758872986,0.9039999842643738,0.0010000000474974513
0.8579999804496765,0.45211413502693176,0.7088791728019714,0.9739999771118164,0.8546666502952576,0.31350991129875183,0.7196261882781982,0.9240000247955322,0.0010000000474974513
0.862333357334137,0.4397205114364624,0.7153338193893433,0.9750000238418579,0.8586666584014893,0.29681605100631714,0.7208588719367981,0.9399999976158142,0.0010000000474974513
0.8650000095367432,0.41901952028274536,0.7185892462730408,0.9779999852180481,0.8586666584014893,0.31411033868789673,0.7208588719367981,0.9399999976158142,0.0010000000474974513
0.8669999837875366,0.42293232679367065,0.7234200835227966,0.9729999899864197,0.8573333621025085,0.37497884035110474,0.7084547877311707,0.972000002861023,0.0010000000474974513
0.8666666746139526,0.41409432888031006,0.7215657234191895,0.9769999980926514,0.8640000224113464,0.3124011754989624,0.7242424488067627,0.9559999704360962,0.0010000000474974513
0.8690000176429749,0.40472427010536194,0.725315511226654,0.9769999980926514,0.8586666584014893,0.3467293381690979,0.7130177617073059,0.9639999866485596,0.0010000000474974513
0.8703333139419556,0.39371615648269653,0.7268003225326538,0.9789999723434448,0.8586666584014893,0.34435632824897766,0.7130177617073059,0.9639999866485596,0.0010000000474974513
0.871666669845581,0.3881024718284607,0.7289649844169617,0.9789999723434448,0.8653333187103271,0.29578524827957153,0.7250755429267883,0.9599999785423279,0.0005000000237487257
0.8759999871253967,0.3763400614261627,0.7332838177680969,0.9869999885559082,0.8640000224113464,0.29342493414878845,0.7242424488067627,0.9559999704360962,0.0005000000237487257
0.875,0.378440797328949,0.7354936003684998,0.9760000109672546,0.862666666507721,0.3197173774242401,0.7207207083702087,0.9599999785423279,0.0005000000237487257
0.8769999742507935,0.3728249967098236,0.7377543449401855,0.9789999723434448,0.8653333187103271,0.3214257061481476,0.7237237095832825,0.9639999866485596,0.0005000000237487257
0.8776666522026062,0.370046466588974,0.7385079264640808,0.9800000190734863,0.8653333187103271,0.31421300768852234,0.7250755429267883,0.9599999785423279,0.0005000000237487257
0.8776666522026062,0.3692609965801239,0.737791121006012,0.9819999933242798,0.8653333187103271,0.32587745785713196,0.7237237095832825,0.9639999866485596,0.0005000000237487257
0.878333330154419,0.36834126710891724,0.737827718257904,0.9850000143051147,0.8640000224113464,0.3501589894294739,0.7215569019317627,0.9639999866485596,0.0005000000237487257
0.8813333511352539,0.36123397946357727,0.7432023882865906,0.984000027179718,0.8666666746139526,0.2964757978916168,0.7272727489471436,0.9599999785423279,0.0002500000118743628
0.8820000290870667,0.3590107560157776,0.7450683116912842,0.9819999933242798,0.8653333187103271,0.2949863374233246,0.7250755429267883,0.9599999785423279,0.0002500000118743628
0.8803333044052124,0.357047975063324,0.7422524690628052,0.9819999933242798,0.8653333187103271,0.29575347900390625,0.7264437675476074,0.9559999704360962,0.0002500000118743628
0.8826666474342346,0.3602732717990875,0.7469512224197388,0.9800000190734863,0.8666666746139526,0.30375662446022034,0.7259036302566528,0.9639999866485596,0.0002500000118743628
0.8836666941642761,0.3516485095024109,0.7479055523872375,0.9819999933242798,0.8653333187103271,0.294451504945755,0.7264437675476074,0.9559999704360962,0.0002500000118743628
0.8849999904632568,0.34751182794570923,0.7494288086891174,0.984000027179718,0.8640000224113464,0.3030321002006531,0.7242424488067627,0.9559999704360962,0.0001250000059371814
0.8823333382606506,0.3569255471229553,0.7460076212882996,0.9810000061988831,0.8653333187103271,0.30004873871803284,0.7264437675476074,0.9559999704360962,0.0001250000059371814
0.8823333382606506,0.3530811071395874,0.7441509366035461,0.9860000014305115,0.8693333268165588,0.3000297546386719,0.7303030490875244,0.9639999866485596,0.0001250000059371814
0.8853333592414856,0.34514567255973816,0.75,0.984000027179718,0.8693333268165588,0.302606999874115,0.7303030490875244,0.9639999866485596,0.0001250000059371814
0.8856666684150696,0.34383073449134827,0.7501903772354126,0.9850000143051147,0.8679999709129333,0.29940736293792725,0.7280966639518738,0.9639999866485596,0.0001250000059371814
