time_1,time_2,time_3,time_4,time_5,time_6,w,x,y,z,droll,dpitch,dyaw,ax,ay,az,heart
2018,5,17,22,6,42.908,-0.2225,0.464,0.0628,-0.855,0,0,0,-0.005,0.001,-0.005,0
2018,5,17,22,6,42.911,-0.2226,0.464,0.0629,-0.855,0,0,0,-0.009,0.005,-0.004,0
2018,5,17,22,6,42.921,-0.2227,0.464,0.063,-0.855,0.4,0.5,0.2,0,0.002,-0.002,0
2018,5,17,22,6,42.957,-0.2228,0.4637,0.0628,-0.8551,0,0,0,-0.003,0.002,0.004,0
2018,5,17,22,6,42.978,-0.2228,0.4637,0.0625,-0.8551,0.2,0.6,0.4,-0.001,0,0,1023
2018,5,17,22,6,42.983,-0.2229,0.4636,0.0623,-0.8552,0.6,1.1,0.5,-0.008,0.003,0,1023
2018,5,17,22,6,43.02,-0.2231,0.4634,0.0621,-0.8552,0.2,1.1,0.5,-0.01,0.006,-0.004,1023
2018,5,17,22,6,43.042,-0.2232,0.4633,0.0618,-0.8553,-0.3,0.6,0.7,-0.011,0.003,-0.001,1023
2018,5,17,22,6,43.047,-0.2233,0.4633,0.0618,-0.8553,-0.6,0,0.9,-0.005,0.001,0.004,1023
2018,5,17,22,6,43.083,-0.2234,0.4635,0.0616,-0.8552,-0.2,-0.6,1,-0.002,0,-0.006,1023
2018,5,17,22,6,43.105,-0.2236,0.4637,0.0615,-0.855,-0.2,-0.9,1,-0.005,-0.003,-0.01,1023
2018,5,17,22,6,43.11,-0.2238,0.4638,0.0617,-0.8549,-0.4,-1,1,-0.009,0.001,-0.009,1023
2018,5,17,22,6,43.126,-0.2239,0.4641,0.0617,-0.8547,-0.7,-1,0.9,-0.009,0,-0.013,1023
2018,5,17,22,6,43.146,-0.224,0.4644,0.0618,-0.8545,-0.9,-1.1,0.8,-0.007,0,-0.008,1023
2018,5,17,22,6,43.169,-0.2241,0.4646,0.0618,-0.8544,-0.7,-1.2,0.4,-0.004,-0.002,-0.004,1023
2018,5,17,22,6,43.206,-0.2241,0.4649,0.0618,-0.8542,-0.6,-1.4,0,-0.001,0.001,0,1023
2018,5,17,22,6,43.229,-0.2241,0.4651,0.0618,-0.8541,-0.8,-1.2,0,0.001,0.006,0,1023
2018,5,17,22,6,43.233,-0.2239,0.4654,0.0615,-0.854,-1,-0.6,0,0,0.004,0.001,1023
2018,5,17,22,6,43.247,-0.2238,0.4655,0.0613,-0.854,-1,-0.2,-0.1,0.001,0.005,0,1023
2018,5,17,22,6,43.266,-0.2238,0.4656,0.0614,-0.854,-0.7,0,0,0.001,0.003,0.001,0
2018,5,17,22,6,43.284,-0.2238,0.4656,0.0612,-0.8539,-0.7,0.2,0.2,0.001,0.006,-0.001,0
2018,5,17,22,6,43.307,-0.2237,0.4657,0.0612,-0.8539,-0.9,0.4,0.1,-0.006,0.001,0.003,0
2018,5,17,22,6,43.326,-0.2237,0.4656,0.0615,-0.854,-1.6,0.3,0.1,-0.006,0,0.004,0
2018,5,17,22,6,43.349,-0.2237,0.4655,0.0618,-0.854,-1.4,-0.1,0.2,-0.005,-0.003,0.001,0
2018,5,17,22,6,43.385,-0.2238,0.4656,0.0619,-0.8539,0,0,0,-0.006,-0.001,-0.005,0
2018,5,17,22,6,43.408,-0.2238,0.4656,0.062,-0.8539,0,0,0,-0.007,-0.001,-0.004,0
2018,5,17,22,6,43.412,-0.2239,0.4656,0.0622,-0.8539,0,0,0,-0.007,0.001,-0.006,0
2018,5,17,22,6,43.429,-0.224,0.4656,0.0623,-0.8538,-0.8,0.1,0.2,-0.01,0,-0.01,0
2018,5,17,22,6,43.452,-0.224,0.4656,0.0623,-0.8538,0,0,0,-0.013,-0.004,-0.007,0
2018,5,17,22,6,43.468,-0.2241,0.4656,0.0625,-0.8538,0,0,0,-0.012,0.001,-0.008,0
2018,5,17,22,6,43.485,-0.2242,0.4656,0.0626,-0.8538,0,0,0,-0.005,0.002,-0.012,0
2018,5,17,22,6,43.507,-0.2242,0.4656,0.0627,-0.8537,0,0,0,-0.003,0,-0.003,0
2018,5,17,22,6,43.526,-0.2243,0.4655,0.0628,-0.8537,0,0,0,-0.005,0.002,0.004,0
2018,5,17,22,6,43.549,-0.2243,0.4655,0.0628,-0.8538,0,0,0,-0.007,0.008,0.001,0
2018,5,17,22,6,43.586,-0.2244,0.4654,0.0629,-0.8538,0,0,0,-0.001,0.004,-0.002,0
2018,5,17,22,6,43.608,-0.2244,0.4654,0.0629,-0.8538,0,0,0,-0.002,0,0,0
2018,5,17,22,6,43.612,-0.2245,0.4653,0.0628,-0.8538,1.2,0.8,0.1,-0.006,-0.006,0,0
2018,5,17,22,6,43.629,-0.2247,0.4651,0.0623,-0.8539,2.2,1,-0.2,-0.009,0.004,-0.003,0
2018,5,17,22,6,43.651,-0.2248,0.465,0.0616,-0.854,1.3,0.9,0.2,0,0.012,-0.01,0
