time_1,time_2,time_3,time_4,time_5,time_6,w,x,y,z,droll,dpitch,dyaw,ax,ay,az,heart
2018,5,17,22,22,35.91,0.5044,0.4131,-0.7007,0.2896,0.5,0.3,-0.2,-0.002,0.002,-0.008,1023
2018,5,17,22,22,35.932,0.5043,0.4131,-0.7006,0.2897,0.9,0.2,-0.2,-0.004,0.003,-0.004,0
2018,5,17,22,22,35.935,0.5041,0.4134,-0.7006,0.2898,0.9,0,0,0.002,0.007,0,0
2018,5,17,22,22,35.972,0.504,0.4136,-0.7005,0.2898,0,0,0,0.001,0.005,0,0
2018,5,17,22,22,35.972,0.5042,0.4135,-0.7004,0.29,0,0,0,0.002,-0.004,0.009,0
2018,5,17,22,22,35.994,0.5042,0.4134,-0.7003,0.2902,0.6,0.1,0,-0.001,-0.005,0.009,0
2018,5,17,22,22,36.031,0.5041,0.4136,-0.7002,0.2904,1.3,0.4,0.1,0,-0.007,0.002,0
2018,5,17,22,22,36.053,0.504,0.4137,-0.7001,0.2907,1.2,0.5,0.3,0,-0.002,-0.001,0
2018,5,17,22,22,36.055,0.5037,0.4141,-0.7001,0.2907,0.4,0.6,0.1,0,0.001,-0.006,0
2018,5,17,22,22,36.093,0.5035,0.4143,-0.7001,0.2907,0.4,1.1,0,-0.002,-0.001,-0.003,0
2018,5,17,22,22,36.114,0.5031,0.4146,-0.7002,0.2907,1.6,1.4,0,0,-0.002,-0.009,0
2018,5,17,22,22,36.117,0.5026,0.415,-0.7002,0.2908,2.9,1.5,0,-0.003,0,-0.01,0
2018,5,17,22,22,36.152,0.5022,0.4155,-0.7002,0.2911,2.3,1.5,-0.1,-0.003,0.007,-0.007,0
2018,5,17,22,22,36.173,0.5018,0.4158,-0.7002,0.2912,1.3,1.1,-0.3,0,0.007,0.008,0
2018,5,17,22,22,36.177,0.5017,0.4161,-0.7001,0.2912,0.7,0.6,-0.3,0.004,0.007,0.01,0
2018,5,17,22,22,36.212,0.5015,0.4163,-0.7001,0.2913,1.3,0.4,0.4,0.008,-0.002,0.001,0
